font_id,comfortaa
inf_sn_monitor_2393,"- When did the Architect start drawing lighthouses?+newline++newline+- You won't find this information in the archive. There was a time, between grand design and small scale when he created an entire collection of lighthouse drawings. As I understand, he loved the design and function of those buildings. His admiration led him to explore and find them in the void. Notice how in these drawings he always adds a sea surrounding the lighthouse. Nobody really knows why. One theory states these structures were built close to large bodies of water in the olden days of the first era. He always wanted to live in a lighthouse. However, by some strange twist of fate - he never did.+newline++newline+- But Murtaugh did.+newline++newline+- Yes."
inf_sn_link_rot,"- Numerical transporters were removed from circulation after link rot extended to over 18% of location addresses.+newline++newline+- What caused that link rot?+newline++newline+- Structural shifts and spatial anomalies. And time, naturally.+newline++newline+- How come they still work in the Lab and the Root sections?+newline++newline+- The Root is omni-layered and a founding stone of the Royal Perseverance Act. The Lab is rot resistant due to its direct proximity and linkage to the Root."
inf_sn_wait,Wait... What layer is this?
inf_sn_catch_liz,Liz: So... Did you ever+newline+catch me after all?...
inf_sn_catch_mur,"Murtaugh: You know there are seven+newline+answers to that question, my dear Liz."
energy_crystal,energy crystalline shard
secret,micro stabiliser
spoon,spoon
hammer,hammer
wrench,wrench
lighter,lighter
soap,makeshift arc breaker
cipher_plate_1,cipher plate
cipher_plate_2,cipher plate
s0_plate,stone plate
s0_tongue_1,brass tongue
s0_tongue_2,brass tongue
s0_key_1,jewel key
s0_key_2,jewel key
s0_key_3,jewel key
s1_fuse,electrical fuse
s1_pearl,pearl
s1_coin,ancient coin
s1_tile_a,tile A
s1_tile_b,tile B
s1_tile_c,tile C
s1_tile_d,tile D
s1_valve,valve
s1_lever_wheel,lever wheel
s2_cog,cog wheel
s2_key_1,2nd floor key
s2_key_2,bathroom key
s2_key_3,digout key
s2_key_4,sewer key
s2_coil_1,positive coil
s2_coil_2,negative coil
s2_pamphlet,tourist pamphlet
s2_fuse,electrical fuse
s2_movie_ram,movie memory
s2_handle,lever handle
s2_id_card,ID card
s2_light_bulb,light bulb
s2_relay,power relay
s3_leaf,green leaf
s4_chimney_brush,chimney brush
s4_gas_handle,gas handle
s4_rubber_tube,rubber tube
s4_soap,soap
s4_knife,knife
s4_orb,orb
s4_stone_blockade,stone blockade
s4_stone_key,stone key
s4_turbine,turbine
s4_beaker_1,empty beaker
s4_beaker_2,beaker with water
s4_beaker_3,acidioxide
s4_cd,data disc
s4_arm,golden arm
s4_key_1,chest key
s4_key_2,attic key
s4_key_3,lab key
s4_naphthalene,naphthalene
s4_sceptre,golden sceptre
s4_screwdriver,screwdriver
s4_vial_1,empty vial
s4_vial_2,iron trioxide
s4_vial_3,vial with water
s4_funnel,funnel
s4_tile_a,tile A
s4_tile_b,tile B
s4_tile_c,tile C
s4_tile_d,tile D
s4_valve,valve
s4_coil_1,empty coil
s4_coil_2,charged coil
s5_brief,mission brief
s5_metal_box,steel cube
s5_key,rusty key
s5_key_emergency,emergency key
s5_lead_casting,lead casting
s5_light_bulb,light bulb
s5_coil_1,empty coil
s5_coil_2,charged coil
s6_key_card,key card
s6_cube,"steel cube, there's something rattling inside..."
s6_pod,connection pod
s7_code_card,code card
s7_steel_tube,steel tube
s7_gong_stick,gong stick
s7_stone_1,key stone
s7_stone_2,key stone
s7_stone_3,key stone
s7_key_1,control room key
s7_key_2,chest key
s7_key_3,safe box key
s7_key_stone_1,triangle stone key
s7_key_stone_2,square stone key
s7_key_stone_3,round stone key
s7_solenoid,solenoid
s7_transmitter,transmitter
s7_glowing_box,monolith catalyst
s7_token,token
s7_light_bulb,light bulb
s7_pamphlet,tourist pamphlet
s7_note_symbol_order,sequence order
s7_note_stone_lock_1,stone grid
s7_note_stone_lock_2,stone grid
s7_note_stone_lock_3,stone grid
s7_note_pebble_order,gate order
s8_key,key
s8_crowbar,improvised crowbar
s8_coil,energy coil
s8_cube,cube
s8_sphere_1,stone sphere
s8_sphere_2,stone sphere
s8_sphere_3,stone sphere
s8_sphere_4,stone sphere
s8_fuse,fuse
s8_step,ladder step
s8_handle,small chest opener
s8_cog,cog wheel
s8_wheel_button,wind rose button
s8_energy_trail,energy trail
s8_small_mirror,small mirror
s8_stone_pyramid,pyramid cell
s8_catalyst_stone,catalyst stone
s8_wire,wire
s8_drawer_handle,drawer handle
s8_power_cell,car battery
s8_arm_1,beamer arm
s8_arm_2,beamer arm
s8_arm_3,beamer arm
s8_stone_button,stone button
s8_valve,valve
s8_pillar_code_1,piece of pillar code
s8_pillar_code_2,piece of pillar code
s8_wind_rose_code,wind rose code
s8_main_switch_code,pyramid code
s9_brass_rod,brass rod
s9_brass_jug,empty brass jug
s9_karmic_water,karmic water
s9_cog_wheel,cog wheel
s9_scarab,brass scarab
s9_stone_key,stone key
s9_ladder_rung,ladder rung
s9_brass_bowl_1,brass bowl
s9_brass_bowl_2,brass bowl
s9_brass_bowl_3,ritual brass bowl
s9_brass_key_1,brass key
s9_brass_key_2,gate key
s9_brass_sphere,brass sphere
s9_karmic_seal_1,karmic seal
s9_karmic_seal_2,karmic seal
s9_mur_seal,golden seal of Murtaugh
s9_liz_seal,golden seal of Elizabeth
s9_valve,brass valve
s9_rope,climbing rope
s9_jadeite_tablet,jadeite tablet
s9_tile_1,brass tile
s9_tile_2,brass tile
s9_tile_3,brass tile
s9_tile_4,brass tile
s9_eye_1,feminine sarcophagus ornament
s9_eye_2,masculine sarcophagus ornament
s9_chest_key,chest key
s9_scale,brass scale
s9_lever_handle,lever handle
s10_skull,explorer's skull
s10_karma_vial,karma vial
s10_ship_fuse,bottle fuse
s10_light_sphere,light sphere
s10_portal_stabiliser,portal stabiliser
s10_data_tape,data tape
s10_ladder_step,ladder step
s10_ladder_piston,ladder piston
s10_fuse_1,electrical fuse
s10_fuse_2,fuse
s10_stone_cube,stone cube
s10_pearl,pearl
s10_coil,coil
s10_ship_id,ship ID number
s10_stone_grape,stone grape
s10_door_valve,hatch valve
s10_loop_stabiliser,loop stabiliser
s10_karma_fuse,karma fuse
s10_plasma_charge,plasma charge
s10_clamp_handle,drill clamp handle
s10_air_lock_handle,airlock handle
s10_range_confirmator,range confirmator
s10_explorers_chip,explorer's chip
s10_stabiliser_1,empty karma stabiliser
s10_stabiliser_2,karma stabiliser
s10_plasma_canister,force field plasma canister
s10_cog_wheel_1,cog wheel
s10_cog_wheel_2,cog wheel
s10_vector_rod,vector finder
s10_blockade_tool,blockade removal tool
s10_hatch_valve,hatch valve
s10_insulator_cap,insulator cap
s10_telescope_head,telescope head
s10_telescope_tube,telescope tube
s10_meditation_glyph,meditation glyph
s10_portal_charge,portal stabiliser battery
s10_root_path_finder,root path finder
s10_alt_lever,unlock lever
s10_alt_stone,stone weight
s10_plasma_coil,plasma coil
s10_crown,portable light crown
s10_converter,portable light crown converter
s10_aaa_battery,AAA battery
s10_tile_a,tile A
s10_tile_b,tile B
s10_tile_c,tile C
s10_tile_d,tile D
s10_valve,valve
s10_id_card,ID card
s10_magnet,neodymium magnet on a string
s10_relay,power relay
s10_note_symbol_1,rotary symbol
s10_note_symbol_2,rotary symbol
s10_note_symbol_3,rotary symbol
s10_note_symbol_4,rotary symbol
sf_movie_reel,movie reel
sf_shank,shank
sf_slide,photo slide
sf_key,key
sf_key_card,key card
sf_patient_nr,patient number
sf_dimmer,dimmer
sf_small_key,small key
sf_seal_1,chest seal
sf_seal_2,chest seal
s32_jadeite,jadeite
s32_bowl_1,wooden bowl
s32_bowl_2,wooden bowl filled with sand
s32_weight_stone,weight stone
s32_topaz,topaz
s32_eye,stone eye
s32_bacab_1,winter bacab plate
s32_bacab_2,autumn bacab plate
s32_bacab_3,summer bacab plate
s32_bacab_4,spring bacab plate
s32_stick,wooden stick
s32_cone,catalyst cone
s32_lever,lever handle
sn_weight_stone,weight stone
sn_companion_stone,weight companion stone
sn_pyramid_key,pyramid key
sn_shutter_switch,shutter switch
sn_copper_plate,copper plate
sn_chalk_1,piece of chalk
sn_chalk_2,karma infused piece of chalk
sn_turbine_blade,turbine blade
sn_vial_karma,karma vial
sn_vial_plasma,plasma vial
sn_vial_stabiliser,stabiliser fluid vial
sn_bell_cube,bell cube
sn_stone_plate,stone plate
sn_karma_vessel_1,karmic vessel
sn_karma_vessel_2,karmic water
sn_lever_handle_1,lever handle
sn_lever_handle_2,lever handle
sn_tile_a,tile A
sn_tile_b,tile B
sn_tile_c,tile C
sn_tile_d,tile D
sn_valve,valve
sn_sigil_1,sigil
sn_sigil_2,sigil
sn_cd,blank surveillance data disc
sn_npg_note,mixing console settings
sn_tongue_1,brass tongue
sn_tongue_2,brass tongue
sn_brig_key,brig key
sn_candle,candle
sn_cube_key,cube password packet
sn_ticket,transporter ticket
sn_tickets,transporter tickets
sn_ticket_alt,pre-shift basement variant
sn_ticket_anc,ancient section side aisle
sn_ticket_asy,asylum loop
sn_ticket_bos,Architect's study room
sn_ticket_bra,brass hatch with triumph inscription on the wall
sn_ticket_bri,ship's brig
sn_ticket_cav,karma-luminescent cave paintings
sn_ticket_cro,human-machine data sharing interface
sn_ticket_cub,cube loop
sn_ticket_der,laser junction :: horizontal node
sn_ticket_dig,pre-shift lighthouse ruins variant
sn_ticket_fil,laser junction infiltration station
sn_ticket_gre,surveillance station
sn_ticket_hal,the cellar
sn_ticket_hel,hallway caught in spatial anomaly
sn_ticket_hub,pre-shift transit station
sn_ticket_ind,Hindi temple aisle
sn_ticket_iro,iron triumph loop
sn_ticket_jig,the arcade
sn_ticket_ken,stone waterfall
sn_ticket_lad,left side of the rift
sn_ticket_lae,right side of the rift
sn_ticket_los,airplane wreck caught in spatial anomaly
sn_ticket_mot,karmic manipulation museum unit
sn_ticket_mur,Murtaugh's observatory unit
sn_ticket_ooo,explorer's home unit
sn_ticket_oru,Ouroboros ruins
sn_ticket_pil,mathematical museum unit
sn_ticket_pir,glowing pyramid
sn_ticket_por,reception hall spatial loop
sn_ticket_pri,prison unit
sn_ticket_pro,defense system interface
sn_ticket_pur,micro loop experiment
sn_ticket_rad,number station
sn_ticket_red,cathedral ruins
sn_ticket_rom,roman church crypt
sn_ticket_sch,the duality of unknown outcome
sn_ticket_sin,dead end
sn_ticket_sta,_root surveillance station
sn_ticket_tic,engine proxy
sn_ticket_til,tilted gravity anomaly
sn_ticket_tra,energy transition
sn_ticket_vio,ancient section right aisle
